slang;formal
mkch;terima kasih
mksi;terima kasih
mmin;admin
mncari;mencari
mncul;muncul
mndarat;mendarat
mndingan;mendingan
mngkn;mungkin
mntap;mantap
mntep;mantap
mntp;mantap
mnurut;menurut
mnurutku;menurutku
moga2;semoga
moso;masa
motifasi;motivasi
msg;masing
msi;masih
muaat;muat
muantab;mantap
muantabs;mantap
muantappp;mantap
muantttaaaap;mantap
mudha;mudah
muluss;mulus
mumer;murmer
mungkinkalau;mungkin kalau
mungkinkarena;mungkin karena
muraaah;murah
muraah;murah
muraahh;murah
murahh;murah
mureehh;murah
naikin;menaikkan
nasip;nasib
nemenin;menemani
ngabisin;menghabiskan
ngajukan;mengajukan
ngalamin;mengalami
ngambil;mengambil
nganter;mengantar
ngaruh;berpengaruh
ngebosenin;membosankan
ngebuka;membuka
ngebuttt;negbut
ngecas;mengecas
ngecewain;mengecewakan
ngehapusnya;menghapusnya
ngelebihin;melebihkan
ngelembabin;melembapkan
ngelupas;mengelupas
ngepas;mengepas
ngerakitnya;merakitnya
ngerapiin;merapikan
ngerekat;merekat
ngerutinin;merutinkan
nggakjadi;enggak jadi
nggantung;gantung
ngirimnya;mengirimnya
ngisi;mengisi
ngoten;mengonten
ntaps;mantap
nyalain;menyala
nyalurin;menyalurkan
nyambungin;menyambungkan
nyampai;sampai
nyampe;sampai
nyampek;sampai
nyampenya;sampainya
nyangkut;menyangkut
nyantai;menyantai
nyantumin;mencantumkan
nyarik;mencari
nyelip;menyelip
nyetak;mencetak
nyetrika;menyetrika
nymn;nyaman
nympe;sampai
oanas;panas
oasang;pasang
oatah;patah
oek;oke
oembelian;pembelian
oengiriman;pengiriman
oesanan;pesanan
okay;oke
okee;oke
okeee;oke
okeeeee;oke
okeeeeeee;oke
okehhh;oke
okehlah;okelah
okela;okelah
okelahh;okelah
oker;oke
okesih;oke sih
okey;oke
okey;oke
okk;oke
okke;oke
okkee;oke
okkk;oke
okky;oke
okok;oke
oks;oke
packet;paket
pakett;paket
pakoknya;pokoknya
palanya;kepalanya
panassss;panas
panjangggg;panjang
paraaaaah;parah
paraaaahhh;parah
passss;pas
pebgiriman;pengiriman
peforma;performa
pegamg;pegang
pendekin;memendekan
pengiraman;pengiriman
pengiran;pengiriman
pesaman;pesanan
pesanankuu;pesananku
pesenan;pesanan
perlayanan;pelayanan
pesana;pesanan
pesanaaaaaaan;pesanan
pesanann;pesanan
pesann;pesanan
pesannlagi;pesan lagi
pkokoknya;pokoknya
pesenan;pesanan
pesennya;pesannya
pesn;pesan
pessnsn;pesanan
petosopyg;petosop yang
pgiriman;pengiriman
pingin;pengin
pinginnya;penginnya
pingiriman;pengiriman
pngiriman;pengiriman
pket;paket
pkir;pikir
pkkokknya;pokoknya
pkok;pokok
pkonya;pokoknya
pkt;paket
pokokx;pokoknya
polyester;poliester
pokoe;pokok
pokoke;pokoknya
pokokeok;pokok
pokona;pokoknya
pokonya;pokoknya
pokonyaaa;pokoknya
ponaan;ponakan
pralon;paralon
produkny;produknya
produknyaa;produknya
produks;produk
professional;profesional
prosesss;proses
pua;puas
puaaas;puas
puass;puas
puasss;puas
puassss;puas
puassssaa;puas
puasssss;puas
pungsi;fungsi
punyaa;punya
putihh;putih
putsal;futsal
puuaaass;puas
qw;aku
prtama;pertama
prtama;pertama
pruduknya;produknya
psanan;pesanan
psang;pasang
psng;pasang
rasany;rasanya
rafi;rapi
ramahh;ramah
ramahhh;ramah
ramahhhhh;ramah
rapihh;rapi
rapii;rapi
rbuan;ribuan
reami;resmi
rebu;ribu
rebuan;ribuan
rekomen;rekomendasi
resliting;ritsleting
responsip;responsif
salute;salut
samoai;sampai
samoe;sampai
sampaii;sampai
sampaiiiii;sampai
sampaindengan;sampai dengan
sampay;sampai
sampeee;sampai
sampeeee;sampai
sampeknya;sampainya
sampenya;sampainya
samsek;sama sekali
sangaaaaaat;sangat
sangaat;sangat
saudah;sudah
sayaangnya;sayangnya
sayangnh;sayangnya
sayangny;sayangnya
sejadah;sajadah
sejadahnya;sajadahnya
sekalihhh;sekali
sekalihhhhhhhhhhhhhhhh;sekali
sekaliii;sekali
sekaliiiiiiiiii;sekali
sekaliiiiiiiiiiiiiiiiiii;sekali
sekli;sekali
semuaa;semua
semuany;semuanya
senangnyaaaa;senangnya
senengnya;senangnya
senengnya;senangnya
seomga;semoga
sesaui;sesuai
seseuai;sesuai
sesua;sesuai
sesuaai;sesuai
sesuaii;sesuai
sesuaiii;sesuai
sesuaiiii;sesuai
sesuaiiiiii;sesuai
sesuaiiiiiii;sesuai
sesuay;sesuai
sesue;sesuai
sesuey;sesuai
sesui;sesuai
sesusi;sesuai
sesusuai;sesuai
sesuwae;sesuai
sesuwai;sesuai
seusai;sesuai
sexali;sekali
sililonya;silikonnya
sippp;sip
sipppp;sip
sisah;sisa
sisini;disini
sjadah;sajadah
slaluu;selalu
smape;sampai
sminggu;seminggu
smoga;semoga
smogq;semoga
smpainya;sampainya
smpat;sempat
smpenya;sampainya
smpi;sampai
smuanya;semuanya
sngat;sangat
sodara;saudara
sosmed;sosial media
splusi;solusi
srlalubekerja;selalu bekerja
srmoga;semoga
ssngat;sangat
ssuai;sesuai
steples;staples
sugab;bagus
sukakk;suka
sumpahhhhh;sumpah
superb;super
superrr;super
susahhh;susah
suskes;sukses
susuai;sesuai
syekali;sekali
syudah;sudah
syuka;suka
syukaa;suka
tadii;tadi
tajem;tajam
tanggapdan;tanggap dan
tapiiii;tapi
tapmantap;mantap
tasny;tasnya
tb;tiba
tebalbya;tebalnya
tebell;tebal
tebelnya;tebalnya
teksturny;teksturnya
telaat;telat
telfon;telepon
telor;telur
terbaiiik;terbaik
terbaiiique;terbaik
terbaikk;terbaik
terbaique;terbaik
tercocokkk;tercocok
terfavoritttt;terfavorit
kasihh;kasih
kasihs;kasih
ksi;kasih
terimakasih;terima kasih
terimakasihhh;terima kasih
terimakasihhhh;terima kasih
terimakasihhhhhhhhhhhhhh;terima kasih
terimakasiiiiii;terima kasih
terimkash;terima kasih
terimkasih;terima kasih
terimskasih;terima kasih
terjamim;terjamin
terjma kasih;terima kasih
terkahir;terakhir
termkash;terima kasih
termurahhhhhhhh;termurah
terpalidasi;tervalidasi
tersamarkaaan;tersamarkan
teryata;ternyata
tess;tes
tetao;tetap
tetapiiiii;tetapi
tiati;hati hati
tidakw;tidak
tidal;tidak
tidk;tidak
tifak;tidak
tipus;tipis
tjakep;cakep
tkasih;terima kasih
tko;toko
tks;terima kasih
tksh;terima kasih
tlfn;telepon
tlglah;tolonglah
tlpon;telepon
tmnnya;temannya
tnyt;ternyata
toko pedia;tokopedia
tokopediaaaa;tokopedia
tokped;tokopedia
tokped;tokopedia
tolakangin;tolak angin
toped;tokopedia
toped;tokopedia
topedia;tokopedia
topinyaaaaa;topinya
toples;stoples
topp;top
toppppp;top
tpis;tipis
tpt;tepat
trimakasi;terima kasih
trimakasih;terima kasih
trimk;terima kasih
trimkasih;terima kasih
trimks;terima kasih
trimksh;terima kasih
trm;terima
ksh;kasih
trma;terima
trma ksih;terima kasih
trmh;terima
trmks;terima kasih
trmksh;terima kasih
trmksih;terima kasih
trms;terima kasih
trnksh;terima kasih
trnyata;ternyata
trrima;terima
trtapi;tetapi
tudak;tidak
tujuann;tujuan
tuk;untuk
tuker;tukar
turunkn;turunkan
tyap;tiap
tyt;ternyata
uaweeettttttttt;awet
ud;udah
udah;udah
ude;udah
ujan;hujan
uk;ukuran
ukuuran;ukuran
ulangulang;ulang ulang
umut;umur
unt;untuk
untku;untuk
untukk;untuk
untungvmalam;untung malam
utk;untuk
waaah;wah
waaahh;wah
wae;saja
wajarr;wajar
walo;walau
walopun;walaupun
walopun;walaupun
walupun;walaupun
wangii;wangi
wangiiiiii;wangi
wanginy;wanginya
wanginyaa;wanginya
watna;warna
wlw;walau
wokeyy;oke
woooww;wow
wrna;warna
xepat;cepat
xnya;kalinya
yaaaaa;ya
yaaaaaaaaaaaa;ya
yaaaah;yah
yamg;yang
yasudah;ya sudah
yauda;ya sudah
yaudah;ya sudah
yas;ya
ydk;tidak
yha;ya
balikin;kembalikan
boss;bos
bosss;bos
direspon;direspons
servisk;servis
recomendasi;rekomendasi
goodbgt;good banget
ong;ongkir
expedisi;ekspedisi
expedisinya;ekspedisinya
expektasi;ekspektasi
expetasi;ekspektasi
expextasi;ekspektasi
expectasi;ekspektasi
esangat ;sangat
after sales service;layanan purna jual
after salesnya;layanan purna jualnya
aftersales;purna jual
aftersalesnya;purna jualnya
anboxingnya;membuka kemasannya
aple;apel
apps;aplikasi
appsnya;aplikasinya
arigatou;terima kasih
babble wrap;
babel krep;
bablewrap;
backgroundnya;latar belakangnya
barbel warp;
barcide;kode batang
barcode;kode batang
barcodenya;kode batangnya
barcord;kode batang
barkod;kode batang
barkode;kode batang
barkot;kode batang
bathnya;mandinya
batry;baterai
battrey;baterai
bbaground;background
bcs;karena
beby;bayi
bedebest;terbaik
bestnya;yang terbaik
besttt;terbaik
bltth;bluetooth
blutut;bluetooth
boxnya;kotaknya
brandnew;merek baru
bubble;gelembung
bubble warp;pelindung gelembung
bubble wrap;pelindung gelembung
bubble wrapnya;pelindung gelembungnya
bubble wrapped;terbungkus gelembung
bubblebwrap;pelindung gelembung
bubblerap;pelindung gelembung
bubbles;gelembung
bubblewarp;pelindung gelembung
bubblewrap;pelindung gelembung
buble;gelembung
buble warp;pelindung gelembung
buble wrap;pelindung gelembung
bublewarp;pelindung gelembung
bublewrap;pelindung gelembung
bublewrapnya;pelindung gelembung
build quality;kualitas rakitan
buildnya;rakitannya
built in;tertanam
built quality;kualitas rakitan
cekout;pembayaran
charge;isi daya
charged;sudah diisi daya
charger;pengisi daya
charging;sedang mengisi daya
chargingnya;pengisian dayanya
check;cek
history;riwayat
check out;pembayaran
checking;memeriksa
checkout;pembayaran
communication;komunikasi
compatible;kompatibel
competitif;kompetitif
competitive;kompetitif
complain;keluhan
conditioner;pelembut rambut
conditionernya;pelembut rambutnya
conek;hubungkan
confrmasi;konfirmasi
connect;hubungkan
conten cretorrr;pembuat konten
control;kendali
controller;pengendali
controller pro;pengendali profesional
controllernya;pengendalinya
cover;penutup
coverage;cakupan
coveragenya;cakupannya
covernya;penutupnya
coz;karena
cust;pelanggan
custemer;pelanggan
custom;kustom
customer;pelanggan
customer care;layanan pelanggan
customer service;layanan pelanggan
customer servicenya;layanan pelanggannya
customer servis;layanan pelanggan
custoner;pelanggan
cute;imut
cutingannya;potongannya
cutingnya;potongannya
cutter;pemotong
cutting;pemotongan
cuttingan;potongan
cuttingannya;potongannya
cuttingnya;potongannya
dbes;terbaik
de best;terbaik
delai;penundaan
delay;penundaan
delivered;telah dikirim
delivery;pengiriman
dicharge;dicas
dicharger;dicas
dichat;diobrolkan
dihandle;ditangani
diorder;dipesan
dipack;dikemas
dipacking;dikemas
dipairing;dipasangkan
diredeem;ditukar
diredemm;ditukar
direfund;dikembalikan
direquest;diminta
diretur;diretur
direview;diulas
diriview;diulas
disc;diskon
discount;diskon
disetting;disetel
disetting;disetel
driver;pengemudi
drivernya;pengemudinya
drlivery;pengiriman
entrynya;masukannya
brakenya;remnya
excelen;sangat baik
excelent;sangat baik
ex date;tanggal kedaluwarsa
exp;kedaluwarsa
exp date;tanggal kedaluwarsa
exp datenya;tanggal kedaluwarsanya
expaire;kedaluwarsa
expcet;harapannya
expdate;tanggal kedaluwarsa
expect;mengharapkan
expected;diharapkan
expire;kedaluwarsa
expired;kedaluwarsa
expired date;tanggal kedaluwarsa
expired datenya;tanggal kedaluwarsanya
expirednya;kedaluwarsanya
expiry;masa berlaku
expiry date;tanggal kedaluwarsa
express;cepat
expresss;cepat
fash respon;respon cepat
fast;cepat
fast charging;pengisian cepat
fast delivery;pengiriman cepat
fast respon;respon cepat
fast respond;respon cepat
fast respone;respon cepat
fast responnya;respon cepatnya
fast respons;respon cepat
fast response;respon cepat
fast responsez;respon cepat
faster;lebih cepat
fastresp;respon cepat
fastrespon;respon cepat
fav seller;penjual favorit
fdabck;umpan balik
feedback;umpan balik
finishing;hasil akhir
finishingnya;hasil akhirnya
flash sale;obral kilat
flash sell;obral kilat
flashsale;obral kilat
flexibel;fleksibel
flexible;fleksibel
floatingnya;yang mengambang
flowswitchnya;saklar alirannya
frame;bingkai
framenya;bingkainya
free;gratis
freezer;pendingin
freh;segar
fres;segar
fresh;segar
freshhh;segar
frezer;pendingin
fsst respon;respon cepat
full;penuh
fullllll;sangat penuh
fully;sepenuhnya
giftnya;hadiahnya
good product;produk bagus
good quality;kualitas bagus
good seller;penjual bagus
goods;barang
goood;bagus
happy;bahagia
hapy;bahagia
help;bantu
help full;sangat membantu
helpful;membantu
helpfull;membantu
helpfulllll;membantu
helpfully;membantu
hepi;senang
highlighter;penyorot
highly recommended;sangat direkomendasikan
hightliter;penyorot
holdernya;penahannya
kettle;ketel
kettlenya;ketelnya
keyboard;papan ketik
keyboarnya;papan ketiknya
kittennya;anak kucingnya
kostomer;pelanggan
lenghtening;memanjangkan
lesgooo;ayo
look;tampilan
looks;terlihat
looksnya;penampilannya
lotion;losion
lotionnya;losionnya
love;cinta
love it;suka sekali
loveit;suka sekali
lowbat;baterai lemah
lowbet;baterai lemah
maping;pemetaan 
mapping;pemetaan
mapping control;pengaturan pemetaan
mapping controllernya;pengontrol pemetaannya
menn;laki laki
menyetting;mengatur
microfhone;mikrofon
mois;lembap
moist;lembap
nais;bagus
naissssssss;bagus
nex order;pesanan berikutnya
next;berikutnya
next day;hari berikutnya
next order;pesanan berikutnya
next orderan;pesanan berikutnya
ngecharge;mengisi daya
ngecrack;retak
ngupload;mengunggah
nice;bagus
nicee;bagus
niceee;bagus
nyetock;menyetok
official;resmi
official store;toko resmi
officiel;resmi 
officre;kantor 
offisial;resmi 
office;kantor
offline;luring
offlinenya;yang luring
ofline;luring
online;daring
online shop;toko online
onlinenya;yang daring
onwer;pemilik
ordee;pesanan
order;pesanan
orderan;pesanan
ordernya;pesanannya
orderr;pesanan
ordrn;pesanan
orginal;orisinal
origilnal;orisinal
origina;orisinal
original;orisinal
originsl;orisinal
over all;keseluruhan
over alla;keseluruhan
overal;keseluruhan
overall;keseluruhan
overral;keseluruhan
ownernya;pemiliknya
package;paket
packaging;kemasan
packagingnya;kemasannya
packeging;kemasan
packing;pengemasan
packingan;kemasan
packingannya;kemasannya
packingnya;kemasannya
pairing;pemasangan
pairingnya;pemasangannya
pakcage;paket
pakcing;pengemasan
pakcking;pengemasan
paking;pengemasan
pakingan;kemasan
pakingannya;kemasannya
pakingnya;kemasannya
pancking;pengemasan
pempersan;popok
pempes;popok
perfect;sempurna
perfecto;sempurna
perfecx;sempurna
pqcking;pengemasan
produck;produk 
product;produk
products;produk
quality;kualitas
quality checknya;pemeriksaan kualitasnya
quality chek;pemeriksaan kualitas
quality control;pengendalian kualitas
quality controlnya;pengendalian kualitasnya
quick;cepat
quick respon;tanggapan cepat
quick response;tanggapan cepat
real;asli
real pic;foto asli
real pict;foto asli
real picture;gambar asli
real size;ukuran asli
reall;asli
really recommended;sangat direkomendasikan
realnya;aslinya
realpict;foto asli 
realpit;foto asli 
realpoct;foto asli 
really;sungguh
really recommended;sangat direkomendasikan
realnya;aslinya
realpict;foto asli
realpit;foto asli
realpoct;foto asli
reccomended;direkomendasikan
recheck;periksa ulang
recom;rekomendasi
recomanded;direkomendasikan
recomeded;direkomendasikan
recomen;direkomendasikan
recomend;direkomendasikan
recomend seller;rekomendasi penjual
recomended;direkomendasikan
recomended seller;penjual yang direkomendasikan
recommeded;direkomendasikan
recommend;rekomendasikan
recommended;direkomendasikan
recommended product;produk yang direkomendasikan
recommended seller;penjual yang direkomendasikan
recommendeddddd;direkomendasikan
recommendedlah;direkomendasikan
redeem;tukarkan
redem;tukarkan
redom;tukarkan
reedem;tukarkan
reelpix;foto asli
refund;pengembalian dana
reject;tolak
rejected;ditolak
rekomend;rekomendasi
rekomend product;produk rekomendasi
rekomend seller;penjual rekomendasi
rekomended;direkomendasikan 
rekomended seller;penjual yang direkomendasikan
rekomendet;direkomendasikan 
rekomendid;direkomendasikan 
rekonek;sambungkan kembali
rekues;permintaan
relapict;foto asli
reprat order;pesanan ulang
repurchase;beli ulang
req;permintaan
reques;permintaan
requess;permintaan
request;permintaan
reselelr;pengecer
reseller;pengecer
resellernya;pengecernya
respond;respons
responded;respons
response;respons
responsiv;responsif
responsive;responsif
retur;pengembalian
return;pengembalian
review;ulasan
reviewnya;ulasannya
safe;aman
safe packing;kemasan aman
safety;keamanan
safety packaging;kemasan aman
safety packing;kemasan aman
safetynya;keamanannya
safty;keamanan
sale;penjualan
saler;penjual
sales;penjualan
saller;penjual
same day;hari yang sama
sameday;hari yang sama
scopenya;cakupannya
scrub;gosok
scrubing;menggosok
seler;penjual
selernya;penjualnya
sellee;penjual
selleer;penjual
seller;penjual
seller good;penjual bagus
sellere;penjual
sellernya;penjualnya
sellerpun;penjual pula
sellerrrr;penjual
sellers;penjual
serller;penjual
service;layanan
servicenya;layanannya
seting;pengaturan
setting;pengaturan
settingan;pengaturannya
settingannya;pengaturannya
shipment;pengiriman
shipping deliverynya;pengirimannya
slow repon;respons lambat
slow respon;respons lambat
slow response;respons lambat
smooth;halus
smoth;halus
so cute;lucu banget
so far;sejauh ini
so far so good;sejauh ini bagus
so far so gud;sejauh ini bagus
social mediaa;media sosial
store;toko
storenya;tokonya
strech;melar
stretch;melar
stretchy;lentur
tangkyuuu;terima kasih 
tengkiyu;terima kasih 
tengkyu;terima kasih 
tengs;terima kasih 
tha best;terbaik 
thakns;terima kasih 
thank;terima kasih
thank u;terima kasih
thank you;terima kasih
thank you so much;terima kasih banyak
thanks;terima kasih
thanks a lot;terima kasih banyak
thanks alot;terima kasih banyak
thankss;terima kasih 
thanku;terima kasih 
thankyou;terima kasih
thankyouu;terima kasih 
thankyouuu;terima kasih 
thanx;terima kasih 
the bast;terbaik 
the bessttt;terbaik 
the best;terbaik
thks;terima kasih
thnks;terima kasih
thq;terima kasih
tirger;trigger
toddlee;balita
touble;masalah
touch;sentuh
tqiu;terima kasih
tquu;terima kasih
trabel;masalah
traning;pelatihan
tubless;tubeless
unboxing;membuka kemasan
unboxingnya;membuka kemasannya
up date;pembaruan
update;pembaruan
vaoucher;vocer
very fast respon;respon sangat cepat
very good;sangat bagus
very hepful;sangat membantu
very like;suka sekali
very recommended;sangat direkomendasikan
very recommended seller;penjual sangat direkomendasikan
very worth it;sangat layak
virified;verifikasi
vocer;vocer
voucer;vocer
voucernya;vocernya
voucher;vocer
vouchernya;vocernya
wahsed off;terbilas
warp;melengkung
warpingnya;kelengkungannya
wateri;berair
wear;pakai
well done;kerja bagus
welldone;kerja bagus
white;putih
white cast;noda putih
whitecast;noda putih
whitening;pemutih
whort it;layak
wired;berkabel
wireles;nirkabel
wireless;nirkabel
work;kerja
working;sedang bekerja
workit;kerja
works;berfungsi
works well too;berfungsi dengan baik juga
worry;khawatir
worst;terburuk
wort;layak
wort id;layak
wort it;layak
wort to buy;layak dibeli
worth;layak
worth it;layak
worth the price;sepadan dengan harga
worth to buy;layak dibeli
worth to try;layak dicoba
worthit;layak
wortit;layak
wrap;bungkus
wrapping;pembungkusan
wrapping paper;kertas kado
xcelent;bagus sekali
yes;ya
yess;ya
you;kamu
yummiii;lezat banget
yummmy;lezat
zippernya;ritsletingnya
